,Unnamed: 0,bodyId,type,class,subclass,hemilineage,size,predictedNt,predictedNtProb,ntAcetylcholineProb,ntGabaProb,ntGlutamateProb,somaSide,motor module,step contribution
69,69,10197,IN27X004,intrinsic neuron,BI,27X,6079240679,glutamate,0.3648794889450073,0.2073825448751449,0.3313494622707367,0.3649080991744995,LHS,,
70,70,10199,IN19A008,intrinsic neuron,IR,19A,5572419521,gaba,0.7133600115776062,0.0159504190087318,0.7136873006820679,0.2641465067863464,LHS,,
71,71,10202,IN23B001,intrinsic neuron,BI,23B,6716418452,acetylcholine,0.6807400584220886,0.6807400584220886,0.0760529264807701,0.2323265075683593,RHS,,
72,72,10205,AN19B004,ascending neuron,BA,19B,6090735741,acetylcholine,0.7893985509872437,0.7902067303657532,0.0406036600470542,0.1596922278404235,LHS,,
73,73,10209,IN02A003,intrinsic neuron,II,02A,5329759343,glutamate,0.9384387731552124,0.0172128621488809,0.0397109352052211,0.9386759400367736,RHS,,
74,74,10210,DNg34,descending neuron,xl,,5540794180,gaba,0.5854416489601135,0.1441627740859985,0.5854416489601135,0.2501294314861297,,,
75,75,10211,AN04B001,ascending neuron,IA,04B,5873216874,acetylcholine,0.911432445049286,0.911432445049286,0.0232577323913574,0.0627714991569519,LHS,,
76,76,10213,IN19A001,intrinsic neuron,IR,19A,5742390194,gaba,0.7828769087791443,0.0167961083352565,0.7832260131835938,0.1961286216974258,RHS,,
77,77,10217,DNg34,descending neuron,xl,,5438582031,gaba,0.5711410641670227,0.1563035100698471,0.5711410641670227,0.2503800690174103,,,
78,78,10220,IN19B003,intrinsic neuron,BR,19B,5816170920,acetylcholine,0.9279530644416808,0.9285560846328736,0.0072411973960697,0.0607068054378032,RHS,,
79,79,10222,INXXX008,intrinsic neuron,BI,TBD,7070982788,glutamate,0.3692266941070556,0.1980641782283783,0.3228398263454437,0.3696988523006439,LHS,,
80,80,10228,GFC1,intrinsic neuron,BI,18B,2862800308,glutamate,0.5577539801597595,0.1703581362962722,0.1800821125507354,0.5587751865386963,RHS,,
81,81,10230,IN13A009,intrinsic neuron,IR,13A,3008534529,glutamate,0.6553709506988525,0.0124052548781037,0.315270721912384,0.6553709506988525,RHS,,
82,82,10232,AN19B004,ascending neuron,BA,19B,5865178124,acetylcholine,0.8485598564147949,0.8490388989448547,0.0332986190915107,0.1121394261717796,RHS,,
83,83,10235,IN13A001,intrinsic neuron,IR,13A,6188417342,gaba,0.6401179432868958,0.0142556829378008,0.6406377553939819,0.3387336134910583,RHS,,
84,84,10237,IN19A006,intrinsic neuron,BI,19A,5111335032,acetylcholine,0.9723201394081116,0.9723201394081116,0.0055463961325585,0.0181905161589384,RHS,,
85,85,10240,DNg108,descending neuron,xl,,7368070460,gaba,0.7204084992408752,0.0046598548069596,0.7204084992408752,0.2704185545444488,,,
86,86,10242,IN19A007,intrinsic neuron,IR,19A,5285900194,gaba,0.6913915872573853,0.008643633686006,0.6916102766990662,0.2957547605037689,LHS,,
87,87,10245,AN12B005,ascending neuron,BA,12B,5031204479,gaba,0.8171782493591309,0.0059874327853322,0.8171782493591309,0.174464538693428,LHS,,
88,88,10247,SNpp53,sensory neuron,campaniform sensilla,,1769673254,acetylcholine,0.4452847242355346,0.4355717897415161,0.1140671968460083,0.4076825678348541,,,
89,89,10255,DNg16,descending neuron,xl,,4926058645,acetylcholine,0.8739767670631409,0.8739767670631409,0.0180372837930917,0.0991207584738731,,,
90,90,10256,IN19A002,intrinsic neuron,IR,19A,5255785573,gaba,0.8712225556373596,0.0134552549570798,0.8714833855628967,0.1112922132015228,LHS,,
91,91,10257,AN06B002,ascending neuron,BA,06B,4677869152,gaba,0.8297902345657349,0.0025377289857715,0.8297902345657349,0.1638083904981613,LHS,,
92,92,10259,IN19A005,intrinsic neuron,IR,19A,5185591039,gaba,0.8064433932304382,0.010678032413125,0.8067750930786133,0.1757916361093521,RHS,,
93,93,10264,IN07B002,intrinsic neuron,BI,07B,5821154606,acetylcholine,0.5673444271087646,0.5677820444107056,0.0813663825392723,0.3349814414978027,LHS,,
94,94,10268,IN13B001,intrinsic neuron,CR,13B,4912002621,gaba,0.8527410626411438,0.0081087090075016,0.8530985713005066,0.1349629610776901,LHS,,
95,95,10269,DNut040,descending neuron,ut,,4862048476,acetylcholine,0.8356286287307739,0.8356286287307739,0.0287805832922458,0.1298755407333374,,,
96,96,10273,IN00A002,intrinsic neuron,BI,00A,4959574672,gaba,0.9108785390853882,0.008264253847301,0.9108785390853882,0.0748661309480667,Midline,,
97,97,10274,INXXX464,intrinsic neuron,IR,TBD,4931408082,acetylcholine,0.815394401550293,0.815394401550293,0.0325204469263553,0.1473887115716934,RHS,,
98,98,10276,IN12A001,intrinsic neuron,BI,12A,4893889481,acetylcholine,0.9284449219703674,0.9289073944091796,0.0123164607211947,0.0551739446818828,RHS,,
99,99,10279,DNxl049,descending neuron,xl,,4886295190,acetylcholine,0.9269415140151978,0.9269415140151978,0.0140548013150691,0.0550370141863822,,,
100,100,10280,IN09A001,intrinsic neuron,BR,09A,4812450037,gaba,0.8635028004646301,0.0045074955560266,0.8635028004646301,0.1261525601148605,LHS,,
101,101,10281,INXXX045,intrinsic neuron,BI,TBD,4577165162,glutamate,0.5334738492965698,0.1670615822076797,0.2648871839046478,0.5331641435623169,RHS,,
102,102,10282,AN19A018,ascending neuron,BA,19A,5513056944,acetylcholine,0.9043301939964294,0.9043301939964294,0.0145447207614779,0.0759947076439857,LHS,,
103,103,10283,IN05B003,intrinsic neuron,BI,05B,4921249351,gaba,0.8459464907646179,0.006256585009396,0.8459464907646179,0.1434589326381683,LHS,,
104,104,10284,DNut040,descending neuron,ut,,4813758539,acetylcholine,0.8347445726394653,0.8347445726394653,0.027832681313157,0.1299940794706344,,,
105,105,10286,INXXX045,intrinsic neuron,BI,TBD,4631454545,glutamate,0.5218715071678162,0.1617913246154785,0.2762693166732788,0.5218715071678162,LHS,,
106,106,10291,DNxl134,descending neuron,xl,,4807140046,acetylcholine,0.9349219799041748,0.9349219799041748,0.0130889089778065,0.0468915030360221,,,
107,107,10293,IN09A001,intrinsic neuron,BR,09A,5018322923,gaba,0.8347562551498413,0.0050954590551555,0.8349540829658508,0.1505983620882034,RHS,,
108,108,10294,AN07B003,ascending neuron,BA,07B,4761005993,acetylcholine,0.8717052936553955,0.8719906210899353,0.0254294984042644,0.0978148207068443,RHS,,
109,109,10295,AN07B005,ascending neuron,BA,07B,4822660153,acetylcholine,0.945587992668152,0.9453507661819458,0.0090831713750958,0.0429120473563671,LHS,,
110,110,10297,IN07B006,intrinsic neuron,BI,07B,4626012009,acetylcholine,0.8070264458656311,0.807913064956665,0.0584968142211437,0.1259592622518539,RHS,,
111,111,10298,IN07B002,intrinsic neuron,BI,07B,5149900001,acetylcholine,0.7823489308357239,0.7823489308357239,0.0475723855197429,0.1620988845825195,RHS,,
112,112,10299,INXXX025,intrinsic neuron,BI,TBD,3095075334,acetylcholine,0.8771926164627075,0.8771926164627075,0.0237544942647218,0.09373190253973,LHS,,
113,113,10303,IN01A002,intrinsic neuron,BI,01A,4809731453,acetylcholine,0.9453309178352356,0.9457953572273254,0.0038487031124532,0.047055821865797,RHS,,
114,114,10306,IN07B007,intrinsic neuron,BI,07B,3870436738,glutamate,0.9425693154335022,0.0182902999222278,0.0368397533893585,0.9425693154335022,RHS,,
115,115,10307,DNb05,descending neuron,xn,,4721053202,acetylcholine,0.9311922192573548,0.9311922192573548,0.0113349901512265,0.0546026714146137,,,
116,116,10313,AN18B001,ascending neuron,BA,18B,5558380490,acetylcholine,0.9516200423240662,0.9526885747909546,0.0124903693795204,0.0315141454339027,LHS,,
117,117,10314,AN04B001,ascending neuron,IA,04B,4731479506,acetylcholine,0.8918936252593994,0.8918936252593994,0.027051230892539,0.0772399231791496,LHS,,
118,118,10315,DNb05,descending neuron,xn,,4623723911,acetylcholine,0.9260454773902892,0.9260454773902892,0.0128566110506653,0.0555982664227485,,,
119,119,10317,IN19A005,intrinsic neuron,IR,19A,4862215024,gaba,0.7785139679908752,0.0054859248921275,0.78136146068573,0.2100939601659774,LHS,,
120,120,10318,IN07B029,intrinsic neuron,BI,07B,1323190134,acetylcholine,0.9717497229576112,0.9730499386787416,0.008731729350984,0.015401585958898,LHS,,
121,121,10320,IN13B001,intrinsic neuron,CR,13B,4900685152,gaba,0.8597175478935242,0.0297322627156972,0.8602265119552612,0.1054345220327377,RHS,,
122,122,10322,AN07B003,ascending neuron,BA,07B,4634874028,acetylcholine,0.8406336307525635,0.8406336307525635,0.0294442735612392,0.123291827738285,LHS,,
123,123,10323,DNp15,descending neuron,ut,,3180783527,acetylcholine,0.8554642796516418,0.8554642796516418,0.0355397313833236,0.0989080742001533,,,
124,124,10328,IN01A002,intrinsic neuron,BI,01A,4618052473,acetylcholine,0.9403907060623168,0.9403907060623168,0.0053679714910686,0.0520176850259304,LHS,,
125,125,10330,IN27X004,intrinsic neuron,BI,27X,6055890171,glutamate,0.3510780036449432,0.2013088464736938,0.3380476534366607,0.3521355092525482,RHS,,
126,126,10331,DNp02,descending neuron,lt,,4565977086,acetylcholine,0.8548246026039124,0.8548246026039124,0.0259386021643877,0.108033575117588,,,
127,127,10332,IN08A002,intrinsic neuron,IR,08A,5544761367,glutamate,0.92179936170578,0.0292520560324192,0.0458083823323249,0.9229585528373718,LHS,,
128,128,10334,AN18B004,ascending neuron,BA,18B,4344489197,acetylcholine,0.7846993207931519,0.785948634147644,0.0503875873982906,0.1491107046604156,LHS,,
129,129,10335,IN07B010,intrinsic neuron,BI,07B,4580397951,acetylcholine,0.770280659198761,0.770598828792572,0.0523155704140663,0.169023185968399,RHS,,
130,130,10336,DNg98,descending neuron,xn,,4648362008,gaba,0.8861861824989319,0.0041867834515869,0.8861861824989319,0.1038795411586761,,,
131,131,10338,dMS9,ascending neuron,BA,19B,5426770959,acetylcholine,0.9060699343681335,0.9060699343681335,0.0113319847732782,0.0774979889392852,LHS,,
132,132,10339,DNg100,descending neuron,xl,,7435937069,acetylcholine,0.9416000843048096,0.9416000843048096,0.0162685234099626,0.0374357737600803,,,
133,133,10340,IN07B006,intrinsic neuron,BI,07B,4534455097,acetylcholine,0.8492062091827393,0.8492062091827393,0.0367994308471679,0.1097819432616233,LHS,,
134,134,10342,IN09A002,intrinsic neuron,IR,09A,3930318211,gaba,0.6508146524429321,0.0435913354158401,0.6515931487083435,0.2989774346351623,LHS,,
135,135,10344,AN17A003,ascending neuron,IA,17A,3700336994,acetylcholine,0.9208509922027588,0.94485205411911,0.0085039986297488,0.0433447510004043,LHS,,
136,136,10348,IN27X001,intrinsic neuron,BI,27X,8156027728,gaba,0.8565617203712463,0.0041636046953499,0.8565617203712463,0.1353130042552948,RHS,,
137,137,10351,AN19A018,ascending neuron,BA,19A,5222603596,acetylcholine,0.881989598274231,0.881989598274231,0.01692920550704,0.0943028777837753,RHS,,
138,138,10354,IN08A002,intrinsic neuron,IR,08A,5541935227,glutamate,0.8679226636886597,0.0490600652992725,0.0767390877008438,0.8693597912788391,RHS,,
139,139,10362,IN03A001,intrinsic neuron,II,03A,4931679048,acetylcholine,0.7713299989700317,0.7713299989700317,0.0564959682524204,0.1654255539178848,LHS,,
140,140,10363,IN19A004,intrinsic neuron,IR,19A,4442078751,glutamate,0.5089681148529053,0.0079807955771684,0.511202871799469,0.4672948718070984,RHS,,
141,141,10367,IN12B002,intrinsic neuron,BI,12B,5220363537,gaba,0.8504595160484314,0.0046295654028654,0.8504595160484314,0.1392471045255661,LHS,,
142,142,10370,IN12B003,intrinsic neuron,BR,12B,4848748323,gaba,0.8629316687583923,0.0045620701275765,0.8634951114654541,0.1251738667488098,LHS,,
143,143,10373,IN07B002,intrinsic neuron,BI,07B,4747848558,acetylcholine,0.7143647074699402,0.7149622440338135,0.060107983648777,0.2163799703121185,LHS,,
144,144,10374,IN05B010,intrinsic neuron,BI,05B,4437456627,gaba,0.7142077684402466,0.0074565992690622,0.7143728733062744,0.27520951628685,LHS,,
145,145,10376,IN19A006,intrinsic neuron,II,19A,5263117121,acetylcholine,0.9635949730873108,0.9642179012298584,0.0056468448601663,0.0270656421780586,RHS,,
146,146,10381,AN05B007,ascending neuron,BA,05B,4394876638,gaba,0.8316832184791565,0.0080946488305926,0.8321266770362854,0.1541654020547866,RHS,,
147,147,10385,IN19B005,intrinsic neuron,BR,19B,4398760634,acetylcholine,0.822592556476593,0.8231655955314636,0.0342658795416355,0.1349647492170334,LHS,,
148,148,10387,IN04B001,intrinsic neuron,II,04B,4979164706,acetylcholine,0.9258132576942444,0.9258132576942444,0.0163085721433162,0.0541160255670547,LHS,,
149,149,10389,IN13A050,intrinsic neuron,IR,13A,517594307,gaba,0.8276017308235168,0.0058660679496824,0.8276017308235168,0.1599032878875732,LHS,,
150,150,10390,IN12B003,intrinsic neuron,BR,12B,4407248281,gaba,0.8606948852539062,0.0210525263100862,0.8606948852539062,0.1158026978373527,RHS,,
151,151,10395,IN08A003,intrinsic neuron,BR,08A,3889237815,glutamate,0.9523791074752808,0.0129106370732188,0.0307808723300695,0.953053891658783,RHS,,
152,152,10396,IN03B011,intrinsic neuron,BI,03B,4386235991,gaba,0.8714784979820251,0.0032430430874228,0.8714784979820251,0.1228923872113227,RHS,,
153,153,10397,AN12B005,ascending neuron,BA,12B,4856614929,gaba,0.8524681329727173,0.0040719229727983,0.8524681329727173,0.1382467597723007,RHS,,
154,154,10399,DNg93,descending neuron,xl,,4398656487,gaba,0.9222294688224792,0.0089386757463216,0.9222294688224792,0.0584020055830478,,,
155,155,10400,AN27X003,ascending neuron,BA,27X,4774243784,gaba,0.3701006174087524,0.3371596932411194,0.3701006174087524,0.2499691694974899,RHS,,
156,156,10404,IN07B002,intrinsic neuron,BI,07B,5345263320,acetylcholine,0.7784886360168457,0.7786965370178223,0.0454937256872653,0.1681257039308548,RHS,,
157,157,10410,DNd03,descending neuron,xn,,4666700217,glutamate,0.7896482944488525,0.0982985571026802,0.1029433906078338,0.7896482944488525,,,
158,158,10411,AN14A003,ascending neuron,CA,14A,3276173473,glutamate,0.9616743326187134,0.0101707028225064,0.0217458400875329,0.9636147022247314,LHS,,
159,159,10412,IN03A001,intrinsic neuron,II,03A,4932588106,acetylcholine,0.770258903503418,0.770258903503418,0.0381220206618309,0.1842037737369537,RHS,,
160,160,10413,AN04B001,ascending neuron,IA,04B,4651874535,acetylcholine,0.9036343097686768,0.9052779078483582,0.0269756987690925,0.0621693879365921,RHS,,
161,161,10414,IN04B001,intrinsic neuron,II,04B,4312554687,acetylcholine,0.8539789319038391,0.8539789319038391,0.0225736740976572,0.1198264956474304,RHS,,
162,162,10416,IN07B002,intrinsic neuron,BI,07B,4967335038,acetylcholine,0.6342591047286987,0.6457282900810242,0.0705453380942344,0.272184282541275,LHS,,
163,163,10418,AN07B005,ascending neuron,BA,07B,4134601034,acetylcholine,0.9509851336479188,0.9509851336479188,0.0114127025008201,0.0322128906846046,LHS,,
164,164,10419,AN05B007,ascending neuron,BA,05B,4447177968,gaba,0.857835054397583,0.0098575772717595,0.8582099676132202,0.1269835233688354,LHS,,
165,165,10420,DNg93,descending neuron,xl,,4221158875,gaba,0.935271143913269,0.007547924760729,0.9354583621025084,0.0506038777530193,,,
166,166,10422,IN19A012,intrinsic neuron,II,19A,4283561567,acetylcholine,0.8953127264976501,0.8953127264976501,0.0228708237409591,0.0744477361440658,RHS,,
167,167,10423,IN07B007,intrinsic neuron,BI,07B,3891064441,glutamate,0.9110993146896362,0.0439301244914531,0.0432012490928173,0.911607563495636,RHS,,
168,168,10424,IN14A001,intrinsic neuron,CR,14A,3950106714,gaba,0.6757683157920837,0.0137092713266611,0.6734951734542847,0.3074041306972503,LHS,,
169,169,10427,IN19A007,intrinsic neuron,IR,19A,4612383668,gaba,0.6392602920532227,0.0135254450142383,0.6428136825561523,0.3403643071651459,RHS,,
170,170,10428,DNp31,descending neuron,ut,,4156586995,acetylcholine,0.8853214383125305,0.8853214383125305,0.0167045481503009,0.0942915976047515,,,
171,171,10429,AN03B009,ascending neuron,BA,03B,5224389229,gaba,0.8080101013183594,0.004455282818526,0.8080101013183594,0.1835316866636276,LHS,,
172,172,10435,IN27X005,intrinsic neuron,BI,27X,4190280049,gaba,0.8905468583106995,0.0050637139938771,0.8907869458198547,0.0987804308533668,LHS,,
173,173,10436,DNp31,descending neuron,ut,,4111635505,acetylcholine,0.878538191318512,0.878538191318512,0.0192015245556831,0.0989801958203315,,,
174,174,10440,IN07B010,intrinsic neuron,BI,07B,4172169491,acetylcholine,0.7733045816421509,0.7733045816421509,0.0335731469094753,0.1870560646057129,LHS,,
175,175,10441,IN27X001,intrinsic neuron,BI,27X,8268470849,gaba,0.8121561408042908,0.0088692186400294,0.8121561408042908,0.1740967482328415,LHS,,
176,176,10443,AN07B005,ascending neuron,BA,07B,4164525961,acetylcholine,0.951262593269348,0.951262593269348,0.0098267635330557,0.0364835821092128,RHS,,
177,177,10445,IN09A002,intrinsic neuron,IR,09A,4204994768,gaba,0.7074055075645447,0.0065599554218351,0.7080157995223999,0.2807728052139282,RHS,,
